@RELATION GitHub Community Health

@ATTRIBUTE seconds_since_created numeric
@ATTRIBUTE seconds_since_updated numeric
@ATTRIBUTE seconds_since_pushed numeric
@ATTRIBUTE size numeric
@ATTRIBUTE stargazers_count numeric
@ATTRIBUTE watchers_count numeric
@ATTRIBUTE primary_language {"Rust","JavaScript","PowerShell","TypeScript","PHP","Go","Jsonnet","Haskell","Java","Python",null,"HTML","C++","C","Shell","Swift","Ruby","Racket","Bicep","C#","Mustache","R","Kotlin","Zeek","Jupyter Notebook","Makefile","Dart","Common Lisp","Pascal","Erlang","Perl","QML","Emacs Lisp","Vue","CSS","Vala","Nim","MLIR","Dockerfile","ColdFusion","Nix","Batchfile","SCSS","Julia","mcfunction","Clojure","Roff","TeX","Scala","Vim script","ABAP","Rich Text Format","Ada","MQL5","CMake","Elixir","Smalltalk","Lean","NewLisp","SMT","wdl","Brainfuck","Tcl","Lua","MATLAB","Assembly","PostScript","HLSL","HolyC","Verilog","Starlark","Groovy","DM","Objective-C","Mathematica","Fortran","Logos","ZenScript","HCL","Puppet","reStructuredText","Jinja","ActionScript","Smarty","Liquid","OCaml","BitBake","XSLT","Reason","Scheme","Elm","Open Policy Agent","Less","GLSL","V","D","WebAssembly","Sass","Haxe","SourcePawn","AutoHotkey","Objective-C++","Xojo","SystemVerilog","ReScript","GDScript","Crystal","Squirrel","Svelte","Solidity","Prolog","YARA","Coq","Bluespec","MAXScript","Blade","Haml","Hack","PLpgSQL","Ren'Py","F#","YAML","Fluent","Rascal","Pony","OpenSCAD","CoffeeScript","Dafny","AutoIt","Game Maker Language","Markdown","Zig","Boogie","CodeQL","Q#","Chapel","EJS","Visual Basic .NET","Cuda","FreeBasic","Kaitai Struct","Nunjucks","Isabelle","Apex","Raku","Dhall","Agda","PureBasic","Stylus","YASnippet","AngelScript","Standard ML","RMarkdown","JSON","Modula-2","Handlebars","LLVM","Tea","Pike","Smali","Twig","G-code","TSQL","Gherkin","F*","Mercury","Futhark","RAML","BASIC","Stata","Meson","VBA","SQF","SaltStack","Component Pascal","Idris","AppleScript","Papyrus","M4","ATS"}
@ATTRIBUTE has_issues {"y","n"}
@ATTRIBUTE has_projects {"y","n"}
@ATTRIBUTE has_downloads {"y","n"}
@ATTRIBUTE has_wiki {"y","n"}
@ATTRIBUTE has_pages {"y","n"}
@ATTRIBUTE forks_count numeric
@ATTRIBUTE open_issues_count numeric
@ATTRIBUTE license {"Non-standard","MIT","Unlicense","None","Apache-2.0","GPL-2.0","GPL-3.0","AGPL-3.0","BSD-2-Clause","CC0-1.0","LGPL-2.1","BSD-3-Clause","MPL-2.0","CC-BY-4.0","CC-BY-SA-4.0","ISC","WTFPL","Zlib","LGPL-3.0","BSL-1.0","UPL-1.0","EPL-2.0","BSD-3-Clause-Clear","LPPL-1.3c","EPL-1.0","MIT-0","Artistic-2.0","EUPL-1.2","0BSD","OSL-3.0","ECL-2.0","OFL-1.1","AFL-3.0"}
@ATTRIBUTE topics_count numeric
@ATTRIBUTE workflows_count numeric
@ATTRIBUTE readme_size numeric
@ATTRIBUTE has_code_of_conduct {"y","n"}
@ATTRIBUTE has_contributing {"y","n"}
@ATTRIBUTE has_support_file {"y","n"}
@ATTRIBUTE has_funding_file {"y","n"}
@ATTRIBUTE has_security_file {"y","n"}
@ATTRIBUTE has_codeowners {"y","n"}
@ATTRIBUTE has_changelog {"y","n"}
@ATTRIBUTE has_codespaces {"y","n"}
@ATTRIBUTE has_discussions {"y","n"}
@ATTRIBUTE uses_dependabot {"y","n"}
@ATTRIBUTE has_issue_template {"y","n"}
@ATTRIBUTE has_pull_request_template {"y","n"}
@ATTRIBUTE languages_count numeric
@ATTRIBUTE primary_language_ratio numeric
@ATTRIBUTE has_deployments {"y","n"}
@ATTRIBUTE environments_count numeric
@ATTRIBUTE has_releases {"y","n"}
@ATTRIBUTE labels_count numeric
@ATTRIBUTE milestones_count numeric
@ATTRIBUTE contributor_count numeric

@DATA
35424522,196920,196923,1737137,221,221,?,"y","y","y","y","n",147,0,"None",0,0,1758,"n","n","n","n","n","n","n","n","n","n","y","n",0,?,"n",0,"n",9,0,3
33749986,196921,196924,1418,48,48,"Nix","y","y","y","y","n",5,13,"Apache-2.0",0,0,2203,"n","n","n","n","n","n","n","n","n","n","n","n",4,0.9080956388131811,"n",0,"n",9,0,9
51951525,196927,196929,1877,84,84,"Python","y","y","y","y","n",39,4,"None",0,0,12911,"n","n","n","n","n","n","n","n","n","n","n","n",7,0.8601281590108667,"n",0,"n",9,0,4
323924768,196926,196930,16985701,676,676,"HTML","y","y","y","y","n",44,0,"None",0,0,0,"n","n","n","n","n","n","n","n","n","n","n","n",4,0.9999201943123845,"n",0,"n",0,0,1
9939661,196928,196931,28505,94,94,?,"y","y","y","y","n",31,2,"None",4,0,808,"n","n","n","n","n","n","n","n","n","n","n","n",0,?,"n",0,"n",9,0,1
36645627,196928,196931,269,128,128,"Go","y","y","y","y","n",12,0,"ISC",5,1,810,"n","n","n","n","n","n","n","n","y","n","n","n",5,0.8770073540447246,"n",0,"y",9,0,4
117464990,196929,196932,2570,110,110,"C","y","y","y","y","n",24,13,"MPL-2.0",11,3,6518,"y","y","n","n","y","n","n","n","y","n","n","n",3,0.976700064706596,"n",0,"y",11,0,17
63894968,196932,196936,1415,15,15,"C++","y","y","y","y","n",14,2,"None",0,6,563,"n","y","n","n","n","n","n","n","y","n","n","n",5,0.7835572455834049,"n",0,"y",9,0,9
168765475,196935,196917,37815,4219,4219,"TypeScript","y","y","y","y","n",1208,888,"Non-standard",3,20,1649,"y","y","n","n","n","n","n","n","y","n","n","n",6,0.9165042705976866,"n",0,"y",72,73,81
204907193,196938,196941,1815,15,15,"JavaScript","y","y","y","y","n",10,25,"Apache-2.0",0,1,0,"n","n","n","n","n","n","n","n","n","n","n","n",6,0.4230530408197973,"n",0,"n",14,1,12
123175435,196940,196943,12608,488,488,"C","y","y","y","y","n",35,7,"BSD-2-Clause",3,0,0,"n","n","n","n","n","n","n","n","n","n","n","n",11,0.7864173964059203,"n",0,"n",8,0,5
286778511,196940,196943,31949,68,68,"C++","y","y","y","n","n",25,3,"AGPL-3.0",0,0,730,"n","n","n","n","n","n","n","n","n","n","n","n",6,0.9511467865060849,"n",0,"y",9,0,8
121087062,196941,196944,59291,651,651,"C++","y","y","y","y","n",167,33,"Non-standard",6,0,0,"n","y","n","n","n","n","n","n","y","n","n","n",6,0.9569174341785057,"n",1,"y",12,0,107
70880546,196934,196947,2032301,75,75,"Rust","y","y","y","y","y",6,4,"GPL-3.0",18,0,1906,"n","y","n","n","n","n","n","n","y","n","n","n",3,0.9973679657959124,"y",1,"n",8,0,2
117465211,196947,196950,5412,11,11,"C","y","y","y","y","n",14,0,"MPL-2.0",0,0,1815,"y","y","n","n","y","n","n","n","n","n","n","n",3,0.9947310049557151,"n",0,"n",10,0,16
89282914,196947,196950,122,70,70,"Elixir","y","y","y","n","n",13,14,"Apache-2.0",2,0,2415,"n","n","n","n","n","n","y","n","n","y","n","n",1,1,"n",0,"y",9,0,10
159437106,196949,196952,94563,76,76,"C++","y","y","y","y","n",12,75,"None",0,0,4176,"n","n","n","n","n","n","n","n","n","n","n","n",3,0.7846241900949458,"n",0,"y",11,0,6
63885998,196950,196952,272567,6329,6329,"TypeScript","y","y","y","n","n",305,180,"Apache-2.0",9,4,5990,"y","y","y","n","n","y","y","n","n","n","n","y",4,0.9814474791523219,"n",0,"y",52,35,68
17754218,196958,196961,672,28,28,"Java","y","y","y","y","n",6,1,"EPL-1.0",3,1,1341,"n","n","n","n","n","n","n","n","y","n","n","n",2,0.9912495234198462,"n",0,"y",19,0,16
20283136,196959,196961,6134,57,57,"Vue","y","y","y","y","n",6,0,"MIT",0,3,1381,"n","y","n","n","n","n","y","n","n","n","n","n",4,0.6520872347066168,"n",0,"y",9,0,2
8837426,196962,196965,39065,46,46,"TypeScript","y","y","y","y","n",1,1,"None",13,0,497,"n","n","n","n","n","n","n","n","n","n","n","n",4,0.7273055709434235,"y",3,"n",9,0,1
94908935,196962,196966,2684,701,701,"Python","y","n","y","n","n",176,120,"MIT",6,2,3772,"n","y","n","n","n","n","n","n","n","n","n","y",2,0.9991488291991276,"n",0,"y",11,1,122
71319602,196969,196912,2474,61,61,"Elixir","y","y","y","y","n",12,1,"None",0,0,5272,"n","n","n","n","n","n","y","n","n","y","n","n",2,0.9505561560723874,"n",0,"y",9,0,9
250514633,196969,196973,4894,403,403,"Java","y","n","y","n","n",372,8,"MIT",4,0,3092,"y","y","n","n","n","n","y","n","n","n","y","y",3,0.9941229227571814,"n",0,"y",31,0,92
208259917,196994,196997,4432,13,13,"Shell","n","n","y","n","n",3,0,"None",13,0,1203,"n","n","n","n","n","n","n","n","n","n","n","n",4,0.580110497237569,"n",0,"n",7,0,1
30862595,196997,197001,45261,15,15,"C++","y","y","y","y","n",11,2,"MIT",0,4,0,"n","n","n","y","n","y","n","n","n","n","n","n",7,0.9836643148942338,"n",0,"y",9,0,7
23486665,196999,197002,20875,21,21,"Blade","y","y","y","y","n",13,5,"None",0,0,506,"n","n","n","n","n","n","n","n","n","n","n","n",3,0.5547225858423119,"n",0,"n",12,0,2
145550242,197003,197005,203,86,86,"Makefile","y","y","y","y","n",12,0,"MIT",12,1,0,"n","y","n","y","n","n","n","n","n","n","y","n",3,0.5753652058432935,"n",0,"y",7,6,1
296709346,197004,197007,14924,241,241,"Haml","y","y","y","n","n",192,33,"MIT",0,1,223,"y","y","n","n","n","n","n","n","n","n","n","n",5,0.4043834437992453,"y",107,"n",11,0,124
78874741,197011,197016,14407,737,737,"PowerShell","y","y","y","n","n",469,552,"Unlicense",4,3,181,"n","n","n","n","n","y","n","n","y","n","n","n",1,1,"n",0,"n",25,0,322
72225646,197014,197003,568034,86,86,"Java","n","n","y","n","n",24,8,"Non-standard",0,1,240,"n","y","n","n","n","n","n","n","n","n","n","n",26,0.7684759285382079,"n",0,"n",10,0,528
69307552,197025,197005,343,23,23,"Hack","y","y","y","y","n",11,19,"MIT",0,3,1361,"n","y","n","n","n","n","n","n","n","n","n","n",3,0.9919508561230987,"n",0,"y",8,0,8
139268815,197028,197031,722,29,29,"AutoHotkey","y","n","y","n","n",1,1,"GPL-3.0",8,0,0,"n","n","n","n","n","n","n","n","n","n","n","n",1,1,"n",0,"y",8,0,1
290099580,197028,197032,87152,988,988,"PLpgSQL","n","n","y","n","n",319,6,"Non-standard",6,1,911,"n","y","n","n","y","n","n","n","n","n","n","n",13,0.5678770860739304,"n",0,"n",6,0,40
173952943,197028,197032,35013,601,601,"Go","y","n","y","n","n",257,31,"ISC",7,1,3563,"n","n","n","n","n","n","n","n","n","n","n","y",3,0.9986240016080095,"n",0,"y",21,25,109
18429924,197029,197032,196,21,21,"Java","y","y","y","y","n",7,0,"None",0,0,0,"n","n","n","n","n","n","n","n","n","n","n","n",1,1,"n",0,"n",9,0,1
105790037,197029,197033,9104,2494,2494,"Dart","y","y","y","y","n",443,132,"MIT",0,0,841,"n","n","n","n","n","n","n","n","n","n","n","n",7,0.9688109781000699,"n",0,"n",8,0,12
104896280,197031,197034,60157,22,22,"Shell","y","n","y","n","n",0,0,"Non-standard",0,0,4125,"n","n","n","n","n","n","n","n","n","n","n","n",1,1,"n",0,"n",8,0,2
256134340,197032,197035,58166,427,427,"Python","n","n","n","n","n",164,0,"MIT",3,0,2017,"y","n","n","n","n","n","n","n","n","n","n","n",5,0.9987461455811697,"n",0,"n",6,0,195
87057687,197035,197039,30936,476,476,"Dart","y","y","y","y","n",56,69,"BSD-3-Clause",7,2,1483,"n","n","n","y","n","n","n","n","y","n","n","n",3,0.9964018344558583,"n",0,"y",14,0,5
43476259,197037,197040,4673722,193,193,?,"y","n","y","n","y",45,17,"None",0,0,7123,"n","n","n","n","n","n","n","n","n","n","n","n",0,?,"y",1,"n",12,0,17
11894545,197035,197041,608754,16,16,"Python","y","y","y","y","n",5,0,"CC0-1.0",0,0,0,"n","n","n","n","n","n","n","n","n","n","n","n",2,0.9177797566043336,"n",0,"n",9,0,2
268618437,197040,197043,23496,152,152,"Objective-C","y","y","y","y","n",22,69,"ISC",0,0,1852,"n","n","n","n","n","n","n","n","n","n","n","n",10,0.5016362163407077,"n",0,"y",11,3,36
127147643,197050,197054,2974,39,39,?,"y","y","y","y","n",7,0,"GPL-3.0",4,0,707,"n","n","n","n","n","n","n","n","n","n","n","n",0,?,"n",0,"n",7,0,1
268970355,196935,197059,3063,468,468,"Objective-C","y","y","y","n","y",207,6,"MIT",0,0,1106,"n","n","n","n","y","n","n","n","n","n","n","n",3,0.9821266902251686,"n",0,"y",8,0,1
288448972,197060,197063,7676,18,18,"Vim script","y","y","y","n","n",20,0,"None",0,0,268,"n","n","n","n","n","n","n","n","n","n","n","n",10,0.37204817034390397,"n",0,"n",6,0,1
64505057,197064,197067,28063,1509,1509,"C++","y","y","y","y","n",158,63,"MIT",5,4,1730,"n","n","n","y","n","n","n","n","y","y","n","n",14,0.755601496372261,"n",0,"y",14,3,26
1688581,197002,197078,139,737,737,?,"y","n","y","n","n",29,7,"None",0,0,9623,"n","n","n","n","n","n","n","n","n","n","n","n",0,?,"n",0,"n",9,0,13
11707457,197077,197081,1045,13,13,"C","y","y","y","y","n",4,7,"Non-standard",0,1,5143,"n","n","n","n","n","n","n","n","n","n","n","n",7,0.36454857278745223,"n",0,"y",9,0,6
45029834,197078,197082,10296,331,331,"Rust","y","y","y","n","y",40,183,"Non-standard",6,4,2072,"n","y","n","n","n","y","y","n","y","n","n","y",8,0.9685755938020632,"y",1,"n",48,16,21
19575149,197082,197085,2773,87,87,"TypeScript","y","y","y","y","n",9,4,"Apache-2.0",0,2,1547,"n","n","n","n","n","n","n","n","y","y","n","n",5,0.5783518036625237,"n",0,"y",11,2,2
201308125,197081,197087,4074,3995,3995,"C#","y","y","y","y","n",1003,225,"MIT",0,0,20181,"n","y","n","n","n","n","n","n","n","n","y","n",5,0.9840336854800092,"n",0,"y",10,16,147
75809987,197086,197087,77359,35,35,"Java","y","n","y","y","n",30,18,"Non-standard",0,0,9741,"n","y","n","n","n","n","y","n","n","n","n","y",4,0.9692232034915886,"n",0,"y",10,0,12
118311479,197098,197094,62607,14,14,"Ruby","y","y","y","y","n",1,226,"None",11,0,2933,"n","n","n","n","n","n","n","n","n","n","y","n",8,0.7413404057680836,"n",0,"y",35,5,11
185623316,197100,197104,18918,1224,1224,"Python","y","y","y","y","n",540,880,"Non-standard",4,3,492,"n","y","n","n","y","n","n","n","y","n","n","y",5,0.9893998885177359,"n",0,"n",12,0,238
106177396,197104,197107,78440,54,54,"Go","y","y","y","y","n",84,22,"Apache-2.0",0,0,940,"y","y","n","n","y","n","n","n","n","n","n","n",8,0.5142499722904055,"n",0,"n",111,0,120
318398796,197114,197108,152696,1624,1624,"PHP","y","y","y","y","n",812,197,"Non-standard",5,5,1893,"n","n","n","y","y","n","n","n","y","y","n","y",8,0.856205846834788,"n",0,"y",26,69,40
27950003,197132,197135,28785,125,125,"HTML","y","y","y","y","n",19,13,"Non-standard",0,0,276,"n","n","n","n","n","n","n","n","y","n","n","n",1,1,"n",0,"n",3,0,7
155722409,197139,197142,10327,129,129,"Ruby","y","y","y","n","n",225,125,"Non-standard",3,3,670,"n","y","n","n","n","y","y","n","n","n","n","n",7,0.9812707609605194,"n",0,"y",23,91,117
225384467,197142,197145,1033,540,540,"Ruby","y","n","y","n","n",296,11,"MIT",4,0,0,"y","y","n","n","n","n","y","n","n","n","y","y",4,0.9940778609436195,"n",0,"y",31,0,83
174907165,197148,197151,1811,32,32,"JavaScript","y","n","y","n","n",22,2,"MIT",3,1,330,"n","n","n","n","n","n","n","n","n","n","n","n",2,0.9997005709801654,"n",0,"y",10,0,16
56951598,197158,197160,3993,404,404,?,"y","y","y","y","n",24,0,"None",3,0,578,"n","n","n","n","n","n","n","n","y","n","n","n",0,?,"n",0,"n",9,0,2
74630712,197162,197160,1311,27,27,"TypeScript","y","n","y","n","n",7,5,"MIT",6,4,551,"n","n","n","n","n","n","y","n","n","n","n","n",5,0.6960210649502633,"n",0,"y",11,0,6
34311513,197169,197171,8199,35,35,"Java","y","y","y","y","n",5,1,"MIT",3,1,378,"n","n","n","n","n","n","n","n","n","n","n","n",1,1,"n",0,"n",9,0,6
220014020,197173,197177,307370,116,116,"Python","y","n","y","n","y",48,40,"BSD-2-Clause",9,1,7174,"n","y","n","n","n","n","n","n","n","n","n","n",4,0.9877733762482462,"y",1,"y",11,1,18
75100998,197186,197189,50567,66,66,"C","y","y","y","y","n",3,13,"None",0,0,2076,"n","n","n","n","n","n","n","n","n","n","n","n",19,0.7272372495235457,"n",0,"n",8,0,4
67687969,197190,197043,21973,15,15,"Ren'Py","y","y","y","y","y",3,0,"None",5,0,2457,"n","n","n","y","n","n","n","n","n","n","n","n",2,0.9963738068847832,"y",1,"y",9,0,9
115291999,197195,197198,231628,197,197,"Java","y","y","y","y","y",169,24,"Non-standard",4,2,0,"y","y","n","n","y","n","n","n","n","n","n","n",9,0.8452641742116935,"y",1,"y",17,0,48
14088717,197200,197135,1574,11,11,"C","y","n","y","n","n",1,0,"GPL-3.0",7,0,1080,"n","n","n","n","n","n","n","n","y","n","n","n",1,1,"n",0,"y",9,0,2
93617423,197202,197204,18561,16,16,"Python","y","n","y","n","n",0,0,"None",3,0,849,"n","n","n","n","n","n","n","n","n","n","n","n",3,0.7329416537692898,"n",0,"n",8,0,1
120364034,197201,197206,52,2122,2122,"C#","n","n","y","n","n",570,0,"MIT",20,1,3445,"n","n","n","n","n","n","n","n","n","n","n","n",4,0.4703953553967657,"n",0,"n",6,0,1
84386180,197209,197212,53245,31,31,"JavaScript","y","n","y","n","n",8,11,"EPL-2.0",7,0,2531,"n","n","n","n","n","n","n","n","y","n","n","n",10,0.8342237290670789,"n",0,"y",11,0,15
65080597,197218,197221,2325,11,11,"Lua","y","y","y","y","n",0,2,"Non-standard",0,0,2638,"n","n","n","n","n","n","n","n","n","n","n","n",1,1,"n",0,"n",9,0,1
225295050,197228,197231,1785,220,220,"Perl","y","y","y","n","n",46,22,"Non-standard",6,0,963,"n","y","n","n","n","n","n","n","n","n","n","n",12,0.9555968687451475,"n",0,"y",7,0,7
6415308,197233,197236,289,411,411,"Go","y","n","y","n","n",30,15,"MIT",4,1,4082,"n","n","n","n","n","n","n","n","n","n","n","n",1,1,"n",0,"y",11,3,53
151122366,197236,197239,81188,128,128,"Python","n","y","y","n","y",56,0,"None",5,0,126,"n","n","n","n","n","n","n","n","n","n","n","n",1,1,"y",1,"n",7,0,41
296292923,197240,197244,22425,4186,4186,"C#","y","y","y","y","y",612,28,"Non-standard",0,0,2926,"n","y","n","n","n","n","y","n","n","n","n","n",4,0.9948119106706451,"y",1,"n",22,29,89
265674749,197243,197244,248131,418,418,"PHP","n","y","y","y","n",737,102,"AGPL-3.0",0,1,686,"n","y","n","y","n","n","n","n","n","n","n","y",9,0.8071904758268805,"n",0,"n",113,6,373
104766360,197246,197248,29236,23,23,"PHP","n","y","y","n","n",10,48,"GPL-2.0",0,0,2924,"n","n","n","n","n","n","y","n","n","n","n","y",9,0.48337255292992837,"n",0,"y",8,0,24
207395665,197244,197249,29352,8596,8596,"Python","y","y","y","y","n",1308,775,"BSD-3-Clause",7,6,602,"n","y","n","n","y","n","n","n","y","n","n","y",3,0.9985122420727724,"n",0,"n",22,24,441
184594020,197243,197019,314675,14003,14003,"Python","y","y","y","n","n",4601,2125,"Apache-2.0",12,6,1813,"y","y","n","y","y","n","n","n","n","n","n","y",12,0.6154193931919342,"n",0,"y",102,3,714
37011906,197252,197255,15185,362,362,"Rust","y","y","y","n","y",262,106,"Non-standard",0,16,2490,"n","n","n","n","n","n","n","n","y","y","n","n",8,0.8980858216790701,"y",1,"y",16,5,51
169187387,197252,197256,56179,4227,4227,"TypeScript","y","n","y","n","y",649,49,"MIT",9,7,2188,"n","y","n","y","n","n","y","n","y","n","n","y",4,0.9811090854469952,"y",3,"y",59,1,287
260818056,197267,197272,68019,2430,2430,"C++","y","y","y","y","n",699,759,"GPL-2.0",8,6,2408,"n","y","n","n","y","n","n","n","n","n","n","y",21,0.6687777659269799,"n",0,"n",32,70,232
14698089,197281,197284,10429,351,351,"TypeScript","y","y","y","n","n",14,158,"MPL-2.0",9,3,1235,"n","n","n","n","n","n","n","n","y","n","n","y",8,0.9840304538118451,"y",2,"y",22,5,12
36749910,196965,197291,18171,27,27,"TypeScript","y","y","y","y","y",10,16,"Apache-2.0",6,1,1731,"n","n","n","n","n","n","n","n","n","n","n","n",11,0.4132083387117594,"y",1,"n",19,0,10
247684641,196671,196672,291508,196,196,"Groovy","y","y","y","y","y",192,180,"None",8,4,514,"n","n","n","n","n","n","n","n","n","y","y","n",6,0.5687216378700647,"y",1,"y",37,81,111
43220821,196675,196678,5959,186,186,"PowerShell","y","y","y","y","n",37,154,"MIT",2,1,1340,"y","n","n","n","n","n","y","n","y","n","n","y",2,0.5491516626323049,"n",0,"n",34,3,10
61297588,196676,196681,161459,3191,3191,"TypeScript","y","y","y","y","n",263,404,"MIT",8,3,2726,"y","y","n","n","y","y","n","y","y","n","n","n",8,0.6095915634621405,"n",0,"n",63,25,138
119180920,196682,196676,140849,998,998,"C++","y","n","y","n","n",120,42,"BSD-3-Clause",18,2,1073,"n","y","n","n","n","n","n","n","y","n","n","n",26,0.47095726929917586,"y",1,"y",10,0,35
25104311,196683,196686,12098,17,17,"JavaScript","y","y","y","y","y",11,4,"None",12,0,1917,"n","n","n","n","n","n","n","n","n","n","n","n",3,0.969201930331992,"y",1,"n",9,0,4
244074505,196682,196687,13916,5901,5901,"Rust","y","n","y","n","y",347,227,"MIT",5,1,599,"n","y","n","n","n","n","n","n","y","n","n","n",9,0.6623976317774433,"y",1,"y",14,0,123
123413451,196685,196688,6176,135,135,"TeX","y","y","y","y","y",15,1,"None",4,1,1902,"n","n","n","n","n","n","n","n","n","n","n","n",3,0.8324585818422796,"y",1,"y",8,0,6
162794597,196691,196694,81472,42,42,"C","n","n","y","n","n",25,0,"Apache-2.0",0,0,1839,"n","n","n","n","n","n","n","n","n","n","n","n",16,0.7916096882347743,"n",0,"n",8,0,196
79958317,196697,196700,1230,239,239,"Python","y","n","y","n","y",46,1,"Apache-2.0",6,1,2295,"n","n","n","n","n","n","n","n","n","n","n","n",2,0.9806823540148761,"y",1,"n",9,0,3
36968387,196699,196702,25203,26,26,?,"n","y","y","y","n",21,1,"MIT",0,0,2007,"n","n","n","n","n","n","n","n","n","n","n","n",0,?,"n",0,"y",9,0,3
370659165,196700,196698,2979,174,174,"PHP","y","y","y","n","y",87,6,"MIT",2,1,3540,"y","y","n","n","n","n","y","n","n","n","n","n",2,0.9967953580684215,"y",1,"y",12,1,11
46656556,196706,196708,5114,50,50,?,"y","y","y","y","n",29,0,"None",0,0,624,"n","n","n","n","n","n","n","n","n","n","n","n",0,?,"n",0,"n",9,0,1
216921871,196687,196709,45248,21,21,"Python","n","n","n","n","n",14,0,"GPL-2.0",0,0,1225,"y","n","n","n","n","n","n","n","n","n","n","n",5,0.5800982286443578,"n",0,"n",7,0,254
23275492,196707,196710,171,32,32,"JavaScript","y","y","y","n","n",23,7,"Apache-2.0",0,0,2037,"y","y","n","n","y","n","y","n","n","n","n","y",3,0.7874649587291699,"n",0,"y",9,0,2
18630750,196715,196718,50481,42,42,"SCSS","y","y","y","y","y",15,16,"CC-BY-4.0",7,1,152,"n","n","n","n","n","n","n","n","y","n","n","n",4,0.8116391654821827,"y",1,"n",10,0,11
23997797,196721,196721,2415,11,11,"Java","y","y","y","y","n",7,0,"MIT",0,1,7751,"n","n","n","n","n","n","n","n","n","n","n","n",1,1,"n",0,"n",10,0,2
55828922,196718,196722,17227,1099,1099,"Go","y","y","y","y","n",203,231,"Apache-2.0",4,12,2804,"y","y","n","n","y","n","y","n","n","n","n","n",9,0.9213839650008934,"n",0,"y",112,16,73
23005143,196725,196728,32031,23,23,"Java","y","y","y","y","n",15,9,"MIT",0,1,3631,"n","n","n","n","n","n","n","n","y","n","n","n",4,0.9932693914051829,"n",0,"y",17,0,13
57504181,196725,196728,181,213,213,"Python","y","y","y","y","n",15,5,"GPL-3.0",2,0,1773,"n","n","n","n","n","n","n","n","n","n","n","n",2,0.9894959371077492,"n",0,"y",9,0,4
229986537,196726,196675,2261,6563,6563,"Go","y","y","y","y","n",1101,127,"Non-standard",3,3,3236,"n","n","n","n","n","n","n","n","n","y","n","n",4,0.9663407912331626,"n",0,"n",29,0,199
31896991,196736,196739,10653,815,815,?,"y","y","y","y","n",454,646,"Apache-2.0",0,0,1576,"y","y","n","n","y","n","n","n","y","n","n","y",0,?,"n",0,"n",15,0,14
363548778,196737,196740,17249,80,80,"C#","y","y","y","n","n",71,3,"MIT",3,0,4931,"y","y","n","n","n","n","y","n","n","n","n","n",2,0.9971421020476073,"n",0,"y",13,4,11
138111576,196738,196741,25005,365,365,"Vala","y","y","y","y","n",90,254,"GPL-3.0",9,3,869,"y","n","y","n","y","n","n","n","y","n","n","n",4,0.9257784207152878,"n",0,"y",20,16,282
108021224,196740,196744,14563,100,100,"JavaScript","n","n","y","n","n",5,20,"MIT",3,2,1211,"n","n","n","n","n","y","n","n","n","y","n","n",3,0.9963570559235185,"y",2,"y",13,0,35
87220470,196741,196744,1054,31,31,"Java","y","n","y","n","n",2,4,"MIT",2,0,3416,"y","y","n","n","n","n","y","n","n","n","n","n",2,0.9976425123505485,"n",0,"y",16,2,12
228873655,196744,196747,3815,41,41,"JavaScript","y","n","y","n","y",8,6,"MIT",3,1,431,"y","y","n","n","n","n","y","n","n","n","n","n",2,0.994360147099725,"y",1,"y",16,1,16
300985400,196746,196748,37487,389,389,"F#","y","n","y","n","y",137,53,"Non-standard",0,2,0,"y","y","n","n","n","n","n","n","n","n","n","n",11,0.600252236178883,"y",1,"n",12,0,75
361154969,196746,196749,2010,90,90,"Python","y","y","y","n","n",79,5,"MIT",3,0,535,"y","y","n","n","n","n","y","n","n","n","n","n",2,0.9921908377165028,"n",0,"y",13,1,10
368874731,196749,196684,8348,184,184,"Ruby","y","y","y","n","y",125,4,"MIT",3,1,429,"y","y","n","n","n","n","y","n","n","n","n","n",2,0.996222511036085,"y",1,"y",14,1,16
200399298,196746,196752,114717,6565,6565,"C++","y","y","y","y","n",1075,138,"Non-standard",0,0,2676,"n","n","n","n","n","n","n","n","y","n","n","n",13,0.8932061351816546,"n",0,"y",21,0,187
149756446,196749,196753,7092,283,283,"C#","y","y","y","n","n",100,238,"Non-standard",0,0,1294,"y","y","n","n","n","y","n","n","n","n","n","n",6,0.9231058232030805,"n",0,"n",23,5,65
160436533,196738,196755,15984,13,13,"C","y","y","y","y","n",5,3,"None",3,0,664,"n","n","n","n","n","n","n","n","n","n","n","n",32,0.7338018847766442,"n",0,"n",8,0,6
145127159,196756,196761,299987,5317,5317,"C#","y","y","y","n","n",664,298,"GPL-3.0",7,3,1842,"n","y","n","y","n","n","n","n","n","n","n","y",9,0.7074550545456972,"n",0,"y",63,8,262
42795610,196766,196768,1820,60,60,"Kotlin","y","n","y","n","y",20,25,"Apache-2.0",0,0,0,"y","y","n","n","y","n","y","n","n","n","n","y",3,0.9944790311415564,"y",1,"y",9,0,17
102481740,196768,196770,63673,161,161,"Python","y","y","y","y","n",10,2,"GPL-3.0",14,0,0,"n","n","n","n","n","n","n","n","y","n","n","n",2,0.8743040251631705,"n",0,"n",8,0,2
42783257,196768,196771,22554,87,87,"Swift","y","n","y","n","y",29,30,"Apache-2.0",0,0,6462,"y","y","n","n","y","n","y","n","n","n","n","y",2,0.9678377356532312,"y",1,"y",9,0,18
